,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
5-HT-TPH1_SLC18A1_HTR7,5-HT-TPH1_SLC18A1_HTR7,5-HT,5-HT-TPH1_SLC18A1,HTR7,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A1) - HTR7,PMID: 23328530,TRUE,"SLC18A1, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Endoplasmic reticulum membrane, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Secretory vesicle membrane","Membrane, Reference proteome, Transmembrane helix, Transmembrane, Transport, Alternative splicing, Neurotransmitter transport, Synapse, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Oxidoreductase, Monooxygenase, Metal-binding, Phosphoprotein, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR7,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR1A,5-HT-TPH1_SLC18A2_HTR1A,5-HT,5-HT-TPH1_SLC18A2,HTR1A,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR1A,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR1A,G-protein coupled receptor 1,"Dendrite, Cell projection, Cell membrane","Transducer, Cell projection, Behavior, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR1B,5-HT-TPH1_SLC18A2_HTR1B,5-HT,5-HT-TPH1_SLC18A2,HTR1B,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR1B,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR1B,G-protein coupled receptor 1,Cell membrane,"Transducer, Behavior, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR1D,5-HT-TPH1_SLC18A2_HTR1D,5-HT,5-HT-TPH1_SLC18A2,HTR1D,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR1D,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR1D,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR1E,5-HT-TPH1_SLC18A2_HTR1E,5-HT,5-HT-TPH1_SLC18A2,HTR1E,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - P28566,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR1E,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR1F,5-HT-TPH1_SLC18A2_HTR1F,5-HT,5-HT-TPH1_SLC18A2,HTR1F,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR1F,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR1F,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR2A,5-HT-TPH1_SLC18A2_HTR2A,5-HT,5-HT-TPH1_SLC18A2,HTR2A,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR2A,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR2A,G-protein coupled receptor 1,"Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Caveola, Membrane, Cell membrane, Presynapse","Behavior, Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Transducer, Cell projection, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Synapse, G-protein coupled receptor, 3D-structure",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR2B,5-HT-TPH1_SLC18A2_HTR2B,5-HT,5-HT-TPH1_SLC18A2,HTR2B,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR2B,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR2B,G-protein coupled receptor 1,"Synapse, Cell membrane, Synaptosome","Behavior, Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Synaptosome, Synapse, G-protein coupled receptor, 3D-structure, Palmitate",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR2C,5-HT-TPH1_SLC18A2_HTR2C,5-HT,5-HT-TPH1_SLC18A2,HTR2C,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR2C,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR2C,G-protein coupled receptor 1,Cell membrane,"Transducer, Behavior, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, RNA editing, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR3_COMPLEX,5-HT-TPH1_SLC18A2_HTR3_COMPLEX,5-HT,5-HT-TPH1_SLC18A2,HTR3_complex,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR3,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,"HTR3A, HTR3C, HTR3E, HTR3B, HTR3D",Ligand-gated ion channel (TC 1.A.9),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR4,5-HT-TPH1_SLC18A2_HTR4,5-HT,5-HT-TPH1_SLC18A2,HTR4,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR4,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR4,G-protein coupled receptor 1,"Cell membrane, Endosome","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Endosome, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR5A,5-HT-TPH1_SLC18A2_HTR5A,5-HT,5-HT-TPH1_SLC18A2,HTR5A,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR5A,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR5A,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR6,5-HT-TPH1_SLC18A2_HTR6,5-HT,5-HT-TPH1_SLC18A2,HTR6,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR6,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR6,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC18A2_HTR7,5-HT-TPH1_SLC18A2_HTR7,5-HT,5-HT-TPH1_SLC18A2,HTR7,,,,,Neurotransmitter,5-HT-(TPH1+SLC18A2) - HTR7,PMID: 23328530,TRUE,"SLC18A2, TPH1","Major facilitator superfamily, Vesicular transporter, Biopterin-dependent aromatic amino acid hydroxylase","Synaptic vesicle membrane, Cell projection, Axon, Cytoplasmic vesicle, Dendrite, Secretory vesicle, Secretory vesicle membrane","Dystonia, Membrane, Disulfide bond, Transmembrane, Parkinsonism, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Disease variant, Cell projection, Reference proteome, Transmembrane helix, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Oxidoreductase, Monooxygenase, Metal-binding, Iron, Serotonin biosynthesis, 3D-structure, Ubl conjugation",,FALSE,HTR7,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC6A4_HTR1A,5-HT-TPH1_SLC6A4_HTR1A,5-HT,5-HT-TPH1_SLC6A4,HTR1A,,,,,Neurotransmitter,5-HT-(TPH1+SLC6A4) - HTR1A,PMID: 23328530,TRUE,"SLC6A4, TPH1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), Biopterin-dependent aromatic amino acid hydroxylase","Focal adhesion, Synapse, Endosome membrane, Endomembrane system, Cell membrane, Cell junction","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Symport, Glycoprotein, Sodium, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport, Synapse, Neurotransmitter transport, 3D-structure, Cell junction, Endosome, Oxidoreductase, Monooxygenase, Iron, Serotonin biosynthesis, Ubl conjugation",,TRUE,HTR1A,G-protein coupled receptor 1,"Dendrite, Cell projection, Cell membrane","Transducer, Cell projection, Behavior, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC6A4_HTR1B,5-HT-TPH1_SLC6A4_HTR1B,5-HT,5-HT-TPH1_SLC6A4,HTR1B,,,,,Neurotransmitter,5-HT-(TPH1+SLC6A4) - HTR1B,PMID: 23328530,TRUE,"SLC6A4, TPH1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), Biopterin-dependent aromatic amino acid hydroxylase","Focal adhesion, Synapse, Endosome membrane, Endomembrane system, Cell membrane, Cell junction","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Symport, Glycoprotein, Sodium, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport, Synapse, Neurotransmitter transport, 3D-structure, Cell junction, Endosome, Oxidoreductase, Monooxygenase, Iron, Serotonin biosynthesis, Ubl conjugation",,TRUE,HTR1B,G-protein coupled receptor 1,Cell membrane,"Transducer, Behavior, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC6A4_HTR1D,5-HT-TPH1_SLC6A4_HTR1D,5-HT,5-HT-TPH1_SLC6A4,HTR1D,,,,,Neurotransmitter,5-HT-(TPH1+SLC6A4) - HTR1D,PMID: 23328530,TRUE,"SLC6A4, TPH1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), Biopterin-dependent aromatic amino acid hydroxylase","Focal adhesion, Synapse, Endosome membrane, Endomembrane system, Cell membrane, Cell junction","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Symport, Glycoprotein, Sodium, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport, Synapse, Neurotransmitter transport, 3D-structure, Cell junction, Endosome, Oxidoreductase, Monooxygenase, Iron, Serotonin biosynthesis, Ubl conjugation",,TRUE,HTR1D,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC6A4_HTR1E,5-HT-TPH1_SLC6A4_HTR1E,5-HT,5-HT-TPH1_SLC6A4,HTR1E,,,,,Neurotransmitter,5-HT-(TPH1+SLC6A4) - P28566,PMID: 23328530,TRUE,"SLC6A4, TPH1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), Biopterin-dependent aromatic amino acid hydroxylase","Focal adhesion, Synapse, Endosome membrane, Endomembrane system, Cell membrane, Cell junction","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Symport, Glycoprotein, Sodium, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport, Synapse, Neurotransmitter transport, 3D-structure, Cell junction, Endosome, Oxidoreductase, Monooxygenase, Iron, Serotonin biosynthesis, Ubl conjugation",,TRUE,HTR1E,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
5-HT-TPH1_SLC6A4_HTR1F,5-HT-TPH1_SLC6A4_HTR1F,5-HT,5-HT-TPH1_SLC6A4,HTR1F,,,,,Neurotransmitter,5-HT-(TPH1+SLC6A4) - HTR1F,PMID: 23328530,TRUE,"SLC6A4, TPH1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), Biopterin-dependent aromatic amino acid hydroxylase","Focal adhesion, Synapse, Endosome membrane, Endomembrane system, Cell membrane, Cell junction","Membrane, Disulfide bond, Transmembrane, Alternative splicing, Symport, Glycoprotein, Sodium, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport, Synapse, Neurotransmitter transport, 3D-structure, Cell junction, Endosome, Oxidoreductase, Monooxygenase, Iron, Serotonin biosynthesis, Ubl conjugation",,TRUE,HTR1F,G-protein coupled receptor 1,Cell membrane,"Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
